chapter,sentence
jeff106.pdf,(i)My teacher gave me some My teacher gave me a bit of advice.
jeff106.pdf,advice.
jeff106.pdf,"(ii)Can you give me some clay, please."
jeff106.pdf,Reprint 2024-25 (iii)The information you gave was very useful.
jeff106.pdf,"(iv)Because of these factories, smoke hangs over the city."
jeff106.pdf,(v)Two stones rubbed together can produce sparks of fire.
jeff106.pdf,(vi)He gave me some flowers on my birthday.
jeff106.pdf,You have seen how Maxwell describes Mij the otter’s feelings and thoughts by watching him.
jeff106.pdf,Play the game of dumb charades.
jeff106.pdf,"Take turns to express a feeling or thought silently, through gestures."
jeff106.pdf,Let the class speak out their guesses about the feelings or thoughts you are trying to express.
jeff106.pdf,Write a description of a person or an animal (such as a pet) that you know very well and love very much.
jeff106.pdf,Questions (4) and (5) in ‘Thinking about the Text’ will have given you some idea about how to do this.
jeff106.pdf,"Mention some things the person or animal does, what you think the person or animal feels, etc."
jeff106.pdf,WHAT WE HAVE DONE Narrated a story about an interesting and unusual pet.
jeff106.pdf,WHAT YOU CAN DO 1.The events narrated in this text took place over half-a-century ago.
jeff106.pdf,"Discuss with your class what changes have taken place over these years in (i)what animals we can keep as pets (some species are protected under the laws for wildlife preservation) (ii)the laws for exporting and importing or trading in animals (iii)rules for transporting goods, pets, etc."
jeff106.pdf,on aircraft.
jeff106.pdf,The class might wish to do their own research on these questions and report their findings in class.
jeff106.pdf,"2.Ask students if they know of other examples of unusual pets or of wild animals which are trained to work for or amuse humans (eg dancing bears, lions and tigers in a circus, elephants trained to work or take part in ceremonies)."
jeff106.pdf,Then lead students into a discussion about the ethics of keeping wild animals as pets: What are the difficulties these may entail?
jeff106.pdf,"According to the students, what will the animal miss most when it is taken away from its natural habitat?"
jeff106.pdf,Do they think that it is ‘cute’ to see Mij the otter on a leash?
jeff106.pdf,Get them to look at the situation from all points of view .
jeff106.pdf,3.Visit the website wwf.org.uk/core/wildlife to know more about otters and otter conservation projects.92First Flight Reprint 2024-25 Fog The fog comes on little cat feet.
jeff106.pdf,It sits looking over harbour and city on silent haunches and then moves on.
jeff106.pdf,CARL SANDBURG on haunches : sitting with knees bent 1.
jeff106.pdf,(i)What does Sandburg think the fog is like?
jeff106.pdf,(ii)How does the fog come?
jeff106.pdf,(iii)What does ‘it’ in the third line refer to?
jeff106.pdf,(iv)Does the poet actually say that the fog is like a cat?
jeff106.pdf,Find three things that tell us that the fog is like a cat.
jeff106.pdf,2.You know that a metaphor compar es two things by transferring a featur e of one thing to the other (See Unit 1).
jeff106.pdf,(i)Find metaphors for the following words and complete the table below.
jeff106.pdf,Also try to say how they are alike.
jeff106.pdf,The first is done for you.
jeff106.pdf,"Storm tiger pounces over the fields, growls Train Fire School Home (ii)Think about a storm."
jeff106.pdf,"Try to visualise the force of the storm, hear the sound of the storm, feel the power of the storm and the sudden calm that happens afterwar ds."
jeff106.pdf,W rite a poem about the stor m comparing it with an animal.
jeff106.pdf,3.Does this poem have a rhyme scheme?
jeff106.pdf,Poetry that does not have an obvious rhythm or rhyme is called ‘free verse’ .
jeff106.pdf,Reprint 2024-25
jeff107.pdf,"BEFORE YOU READ In this sensitive story, an eight-year old girl’s first bus journey into the world outside her village is also her induction into the mystery of life and death."
jeff107.pdf,"She sees the gap between our knowing that there is death, and our understanding of it."
jeff107.pdf,Activity 1.Look at the words and phrases given below.
jeff107.pdf,Then put a tick against the ones you think you will find in the text.
jeff107.pdf,"___ a set of passengers ___ get on the bus ___ get off the bus ___ platform ___ Tickets, please ___ a roar and a rattle ___ a row of seats ___ slowing down to a crawl ___ blowing a whistle 2.You must have travelled by bus mor e than once."
jeff107.pdf,What can you see from a fast-moving bus?
jeff107.pdf,Given below are some suggestions.
jeff107.pdf,"Speak briefly about some of these scenes, or about other such scenes that you have seen; or write a sentence or two about them."
jeff107.pdf,rivers green fields hills roadside shops market places railway tracks moving trains vehicles on the road trees a crowd clothes in shops animals Reprint 2024-25 I THERE was a girl named V alliammai who was called Valli for short.
jeff107.pdf,She was eight years old and very curious about things.
jeff107.pdf,"Her favourite pastime was standing in the front doorway of her house, watching what was happening in the street outside."
jeff107.pdf,"There were no playmates of her own age on her street, and this was about all she had to do."
jeff107.pdf,"But for V alli, standing at the fr ont door was every bit as enjoyable as any of the elaborate games other childr en played."
jeff107.pdf,W atching the str eet gave her many new unusual experiences.
jeff107.pdf,Madam Rides the Bus 95 Reprint 2024-25 First Flight 96The most fascinating thing of all was the bus that travelled between her village and the nearest town.
jeff107.pdf,"It passed thr ough her str eet each hour , once going to the town and once coming back."
jeff107.pdf,"The sight of the bus, filled each time with a new set of passengers, was a sour ce of unending joy for V alli."
jeff107.pdf,"Day after day she watched the bus, and gradually a tiny wish crept into her head and grew there: she wanted to ride on that bus, even if just once."
jeff107.pdf,"This wish became stronger and stronger , until it was an overwhelming desir e. Valli would star e wistfully at the people who got on or off the bus when it stopped at the street corner."
jeff107.pdf,"Their faces would kindle in her longings, dreams, and hopes."
jeff107.pdf,"If one of her friends happened to ride the bus and tried to describe the sights of the town to her , Valli would be too jealous to listen and would shout, in English: “Proud!"
jeff107.pdf,"proud!” Neither she nor her friends really understood the meaning of the word, but they used it often as a slang expression of disapproval."
jeff107.pdf,"Over many days and months V alli listened carefully to conversations between her neighbours and people who regularly used the bus, and she also asked a few discreet questions here and there."
jeff107.pdf,This way she picked up various small details about the bus journey.
jeff107.pdf,The town was six miles from her village.
jeff107.pdf,"The fare was thirty paise one way — “which is almost nothing at all,” she heard one well-dressed man say, but to V alli, who scar cely saw that much money from one month to the next, it seemed a fortune."
jeff107.pdf,The trip to the town took forty-five minutes.
jeff107.pdf,"On reaching town, if she stayed in her seat and paid another thirty paise, she could return home on the same bus."
jeff107.pdf,"This meant that she could take the one-o’clock afternoon bus, reach the town at one forty-five, and be back home by about two forty-five... On and on went her thoughts as she calculated and recalculated, planned and replanned.wistfully longingly kindle set alight (a fire), here, feelings a slang expression informal words, often used within a close group discreet questions careful questions Reprint 2024-25 Madam Rides the Bus 97Oral Comprehension Check 1.What was V alli’s favourite pastime?"
jeff107.pdf,2.What was a sour ce of unending joy for V alli?
jeff107.pdf,What was her str ongest desire?
jeff107.pdf,3.What did V alli find out about the bus jour ney?
jeff107.pdf,How did she find out these details?
jeff107.pdf,4.What do you think V alli was planning to do?
jeff107.pdf,"II Well, one fine spring day the after noon bus was just on the point of leaving the village and turning into the main highway when a small voice was heard shouting: “Stop the bus!"
jeff107.pdf,Stop the bus!” And a tiny hand was raised commandingly.
jeff107.pdf,"The bus slowed down to a crawl, and the conductor , sticking his head out the door , said, “Hurry then!"
jeff107.pdf,"Tell whoever it is to come quickly.” “It’s me,” shouted V alli."
jeff107.pdf,"“I’m the one who has to get on.” By now the bus had come to a stop, and the conductor said, “Oh, r eally!"
jeff107.pdf,"Y ou don’t say so!” “Yes, I simply have to go to town,” said V alli, still standing outside the bus, “and here’s my money.” She showed him some coins."
jeff107.pdf,"“Okay, okay, but first you must get on the bus,” said the conductor , and he str etched out a hand to help her up."
