rid,origin,application,name,rating,date,review,sentiment-score,sentiment,key phrases,entities
1832,Google Play Store,Capitec Bank,Nkosinathi Nkosinathi,1,24/11/2021 00:00:00,"Cant log in/activate my account because of the long steps you need to take, i mean i already have an account so whats the use of wanting my selfies and all of that lile am opening an account. You guys have made this app difficult to use by introducing this apon account thing on the app cz its affecting us people who already have an account on capitec, totally useless, 8 steps for someone who already has an account, a really waste of time with your unfortunate problems all the time. ??",0,Negative,"log,lile,guys,people,capitec,unfortunate problems,selfies,whats,long steps,app difficult,app cz,use,time,apon account thing,",NULL
1833,Google Play Store,Capitec Bank,Mohau Ralane,1,24/11/2021 00:00:00,The app was working just fine after I changed my phone now when I try to activate it it's not working at all I can't even log in.,0.0011121928691864,Negative,"log,app,phone,",NULL
1834,Google Play Store,Capitec Bank,Kgauta Phillemon,3,24/11/2021 00:00:00,So far it's a good app. My only request is for you people to add an option to receive notifications on our email addresses.,0.93323165178299,Postive,"people,request,email addresses,notifications,option,",NULL
1835,Google Play Store,Capitec Bank,Sharon Msiza,1,24/11/2021 00:00:00,Why does this App not want to activate? It literally refuses to open. Surely something should be done to rectify this issue - I see a lot of people are complaining about the same thing. It is so frustrating.,0.00166425108909607,Negative,"App,thing,issue,lot of people,",NULL
1836,Google Play Store,Capitec Bank,Phoebe Sulaiman,1,23/11/2021 00:00:00,"I have been trying to access my account for the longest but it never lets me access it. It keeps staying on the ""activating"" stage that lasts 5min but it just ends up sayinf Retry.!! Waste of my time.",0.0000947713851928711,Negative,"sayinf,stage,time,Waste,account,",NULL
1837,Google Play Store,Capitec Bank,Chriselda Pillay,1,22/11/2021 00:00:00,"I've been trying to open an account for the past 2 days. Once it's done scanning my smart ID card, an error pops up stating that my selection is unable to be processed & that they're aware of the issue and aim to have it resolved??",0.0000122487545013428,Negative,"issue,days,account,selection,smart ID card,error pops,",NULL
1838,Google Play Store,Capitec Bank,Lerato Nedz,1,22/11/2021 00:00:00,"I'm really not happy, I can't log into my app and it's been two days. I tried switching my phone on and off, clearing the cache and calling the care line. Now I need to go to a branch and it's really inconvenient",0.0000327229499816894,Negative,"phone,branch,days,app,care line,cache,",NULL
1839,Google Play Store,Capitec Bank,Candice lee Nelson,2,21/11/2021 00:00:00,"I have been trying for a few days to open an account,trying to upload the selfie is really frustrating,trying over and over then I get a pop up saying not enough phone movement,not sure what to do anymore",0.00542822480201721,Negative,"days,pop,selfie,account,phone movement,",NULL
1840,Google Play Store,Capitec Bank,Buhle Mayambela,1,21/11/2021 00:00:00,Ever since I updated my app now I can't access it. It's been 3 days now. I don't know what happened. When I open it will load to infinity ???? Am using the same number I didn't change it,0,Negative,"days,app,number,infinity,",NULL
1841,Google Play Store,Capitec Bank,Mbalenhle Sokhela,4,21/11/2021 00:00:00,A quick and easy way to send money using a cellphone number is very helpfull its saves time when you cant go to the bank and it saves time and money,0.811666369438171,Postive,"bank,easy way,cellphone number,saves time,money,",NULL
1842,Google Play Store,Capitec Bank,Nico De Jager,1,21/11/2021 00:00:00,"I wanted to open an account with Capitec as an additional investment account through the app, but no more. Tried with 2 separate devices, no joy. Terrible facial and ID doc detection. I will not go into a branch to open an account.",0.00237232446670532,Negative,"branch,joy,separate devices,app,Capitec,ID doc detection,additional investment account,",NULL
1844,Google Play Store,Capitec Bank,Tebatso Rameetsi,1,20/11/2021 00:00:00,"This new capitec app is so frustrating. Ever since I was forced to upgrade from the old version to this one, I've been struggling to buy prepaid especially airtime and data. It just keeps on telling me that something went wrong. Honestly it is extremely annoying?????????? I'm seriously considering changing banks because of this ridiculous app. Mxm.",0,Negative,"old version,data,airtime,new capitec app,Mxm,changing banks,",NULL
1845,Google Play Store,Capitec Bank,Raakhee Mistry,1,12/11/2021 00:00:00,I have been trying to use this app for over a month. I can't get past the registration process. Always has a problem. Why have an app that doesn't work. Poor job Capitec. From the reviews it looks like I'm not the only one struggling. Please sort this out.,0.000000238418579101562,Negative,"problem,reviews,month,registration process,Poor job Capitec,app,",NULL
1846,Google Play Store,Capitec Bank,Simazi azotha,1,12/11/2021 00:00:00,Please fix a big failure of the app Im trying to activate the app and it's taking forever to activate Please fix this I was soo confused about this because I'm running Android version 13.6,0.000643014907836914,Negative,"Android version,soo,big failure,app Im,",NULL
1847,Google Play Store,Capitec Bank,Babhekile Mbuthu,5,12/11/2021 00:00:00,What i like the most is that if u had the app before there is no need to visit the bank again to re - download juat go to play store,0.967517137527466,Postive,"store,bank,need,juat,app,",NULL
1848,Google Play Store,Capitec Bank,Thabo Maphetho,1,09/11/2021 00:00:00,"Terrible terrible terrible!! I've been trying to download and every time it doesn't want to download. At first I thought maybe my phone doesn't have space but, I tried it on another phone same problem still persists. Worst bank ever regretful why I ever switched even considering going back to my old bank",0.000000149011611938477,Negative,"time,problem,space,old bank,Worst bank,phone,",NULL
1849,Google Play Store,Capitec Bank,Phuti Jowie,1,08/11/2021 00:00:00,I give this app one star jst to write my feedback if not i wouldn't have give it terrible app ever it worked jst for couple of minutes i downloaded it when i get home i tried to log in but it keeps saying an error has occurred. Force close and restart this app ??,0.000000119209289550781,Negative,"error,feedback,Force close,star,terrible app,couple of minutes i,home i,",NULL
1850,Google Play Store,Capitec Bank,Thato Molefe,1,08/11/2021 00:00:00,"The app works for a few days, then the network error appears each time I try to log in",0.00621238350868225,Negative,"app,time,network error,days,",NULL
1851,Google Play Store,Capitec Bank,alan pieterse,1,07/11/2021 00:00:00,"Changed to a new phone - Xiaomi Redmi Note 10S. Now I can't register the app on my phone, sms notifications not coming through. Have been to the bank twice. Settings all in order. Now I can't even do Internet banking.",0.5,Postive,"Internet banking,order,Settings,app,sms notifications,new phone - Xiaomi Redmi,",NULL
1852,Google Play Store,Capitec Bank,Mmabatho Sonia,4,07/11/2021 00:00:00,"The app is great , I can even receive notifications of transactions inside the app This is awesome as it saves me the 40/80c they used to charge me for each SMS.",0.0370576977729797,Negative,"SMS,notifications of transactions,app,",NULL
1853,Google Play Store,Capitec Bank,Bongiwe Zondi,1,07/11/2021 00:00:00,"It doesn't work, I have scanned my face so many times but it keeps saying low image quality",0.0237662494182587,Negative,"face,low image quality,times,",NULL
1854,Google Play Store,Capitec Bank,Christopher Mkhabela,3,05/11/2021 00:00:00,"Problem is one on my side,it always need to be reinstalled everytime but our last app didnt give me a problem like this.And installing needs data all the time.What if you wanna use it urgently and you experience that issue where you need to reinstall and you dont have data by that time?????",0.00000149011611938477,Negative,"issue,wanna,dont,reinstalled everytime,app didnt,needs data,Problem,",NULL
1855,Google Play Store,Capitec Bank,Sisa Mkhize,1,05/11/2021 00:00:00,"Been trying to activate the app for 2 weeks already, but it just counts down for 5 whole minutes then requires me to retry. I've uninstalled and reinstalled countless times already, but it still does the same thing.",0.0223854780197144,Negative,"thing,minutes,weeks,app,reinstalled countless times,",NULL
1856,Google Play Store,Capitec Bank,Nolwazi Mdlalose,1,05/11/2021 00:00:00,I haven't been able to use this App for the past 4 days and its really inconvenient. It just says Capitec and becomes blank. Yet all along it was working fine.,0.0259477198123932,Negative,"Capitec,days,App,",NULL
1857,Google Play Store,Capitec Bank,Kagiso Brains Monageng,1,05/11/2021 00:00:00,"Registering is a pain. From face scan to sms verification which clocks out after 1 minute, the after you get the sms. Smh.",0.134949088096619,Negative,"Smh,minute,pain,Registering,face scan,sms verification,",NULL
1858,Google Play Store,Capitec Bank,Protestant Boer,1,05/11/2021 00:00:00,The ribbon on the bottom that contains eg the transact button etc does not go away when I scroll down so that obscures the payment button completely so I cannot make any payments,0.5,Postive,"payments,ribbon,payment button,",NULL
1903,Google Play Store,Capitec Bank,Dumisokwakhe Cosmas Mkhize,5,07/10/2021 00:00:00,"Easy,Quick,accessible and understandable to learn more.",0.91574901342392,Postive,,NULL
1859,Google Play Store,Capitec Bank,Lourens Koekemoer,1,05/11/2021 00:00:00,The app was wonderful. Now its slow AF and errors when trying to do basic transactions,0.0018603503704071,Negative,"app,basic transactions,slow AF,errors,",NULL
1860,Google Play Store,Capitec Bank,Staceylwilliams Williams,3,05/11/2021 00:00:00,"Hi Capitec, I am trying to open an account on the app however it keep saying I need to change my location of where I'm standing. My spot is clear, lightening is great. But keep failing. I am a Healthcare worker and unable to go to the branch to open this account. Please assist",0.0091850757598877,Negative,"location,Capitec,app,branch,Healthcare worker,lightening,spot,account,",NULL
1861,Google Play Store,Capitec Bank,Teryn Sibanyoni,1,05/11/2021 00:00:00,"These day the app is no longer operating properly. They charge too much, even the fixed account is charged like never before. Currently looking for a better bank",0.00673320889472961,Negative,"better bank,fixed account,app,day,",NULL
1862,Google Play Store,Capitec Bank,Colin Fleming,1,05/11/2021 00:00:00,"Does not complete instant eft payments like it used to, by leaving out the last confirmation request, making online shopping a nightmare and frustrating.",0.00622814893722534,Negative,"complete instant eft payments,confirmation request,nightmare,online shopping,",NULL
1863,Google Play Store,Capitec Bank,Ruan Maree,1,03/11/2021 00:00:00,"This app is really terrible, worst ever. My old app was working perfectly untill this new one came along. When trying to activate my account it gives me that 5 minutes, after the time it's finished it just says retry and that happens over and over again. What's the use of having an account when u not even able to use the online banking function when you want to",0.00279688835144043,Negative,"time,minutes,online banking function,old app,use,account,",NULL
1864,Google Play Store,Capitec Bank,Dikeledi Sekhabisa,5,02/11/2021 00:00:00,"Making more easy, this app is not difficult to use nor to access information from it even if you not literate you can follow the steps if shown how to use it, more amazing is that it is very safe and secured.",0.998533964157104,Postive,"information,steps,app,",NULL
1865,Google Play Store,Capitec Bank,Michelle Johnson,5,02/11/2021 00:00:00,Reason y I am giving this app 5 stars I have never had a problems wht this app before it's been a big help to me yes mostly month end the app is a bit slow but I guess thts because it's overloaded lots off people are using it,0.000238776206970215,Negative,"stars,Reason y,problems wht,month,big help,people,overloaded lots,thts,app,",NULL
